archivo,marcador,frame,X (px),Y (px)
15,hombro_izquierdo,1,658.17015,470.19284
15,punta_izquierda,2,517.01626,817.24454
15,talon_izquierdo,2,584.5364,814.53617
15,tobillo_izquierdo,2,571.39978,796.19759
15,rodilla_izquierda,2,571.8508,694.75241
15,cadera_izquierda,2,649.0769,625.30133
15,hombro_izquierdo,2,649.76784,470.21093
15,punta_izquierda,3,516.76105,816.90671
15,talon_izquierdo,3,584.12865,813.73376
15,tobillo_izquierdo,3,571.27979,795.66342
15,rodilla_izquierda,3,563.74449,693.01839
15,cadera_izquierda,3,639.27217,624.20493
15,hombro_izquierdo,3,635.43926,471.5213
15,punta_izquierda,4,516.14399,816.54255
15,talon_izquierdo,4,584.25133,813.51309
15,tobillo_izquierdo,4,570.35414,795.53583
15,rodilla_izquierda,4,563.53872,690.53881
15,cadera_izquierda,4,632.37511,618.4841
15,hombro_izquierdo,4,622.85683,473.45449
15,punta_izquierda,5,516.07916,816.75389
15,talon_izquierdo,5,584.27794,813.27884
15,tobillo_izquierdo,5,569.75229,795.50287
15,rodilla_izquierda,5,560.91408,693.7789
15,cadera_izquierda,5,624.37574,619.18995
15,hombro_izquierdo,5,610.27691,473.61571
15,punta_izquierda,6,515.96066,817.02374
15,talon_izquierdo,6,584.70909,813.34122
15,tobillo_izquierdo,6,569.86187,795.91132
15,rodilla_izquierda,6,556.55239,693.7993
15,cadera_izquierda,6,619.17606,619.01073
15,hombro_izquierdo,6,597.31367,473.68926
15,punta_izquierda,7,515.63776,818.18825
15,talon_izquierdo,7,584.76374,813.38692
15,tobillo_izquierdo,7,569.85037,796.09401
15,rodilla_izquierda,7,558.79847,693.3418
15,cadera_izquierda,7,622.69346,614.86479
15,hombro_izquierdo,7,586.30898,471.19651
15,punta_izquierda,8,515.63169,818.39521
15,talon_izquierdo,8,584.80431,813.39078
15,tobillo_izquierdo,8,569.35186,796.08127
15,rodilla_izquierda,8,559.69007,693.40322
15,cadera_izquierda,8,624.26462,607.3251
15,hombro_izquierdo,8,577.10855,464.06633
16,punta_izquierda,0,569.43209,793.71343
16,talon_izquierdo,0,631.31521,790.92422
16,tobillo_izquierdo,0,620.53373,774.92083
16,rodilla_izquierda,0,649.37811,684.41262
16,cadera_izquierda,0,715.53263,626.38608
16,hombro_izquierdo,0,710.1392,472.43093
16,punta_izquierda,1,569.6323,793.9119
16,talon_izquierdo,1,631.79707,791.03867
16,tobillo_izquierdo,1,620.81966,775.45943
16,rodilla_izquierda,1,639.03368,685.1159
16,cadera_izquierda,1,710.63478,624.57629
16,hombro_izquierdo,1,705.65174,474.28281
16,punta_izquierda,2,570.59572,794.26221
16,talon_izquierdo,2,631.77784,790.97269
16,tobillo_izquierdo,2,620.23905,775.82018
16,rodilla_izquierda,2,628.99384,684.21287
16,cadera_izquierda,2,699.51244,621.37284
16,hombro_izquierdo,2,697.6446,476.74402
16,punta_izquierda,3,571.56075,794.26421
16,talon_izquierdo,3,631.9923,791.05766
16,tobillo_izquierdo,3,620.21152,776.06448
16,rodilla_izquierda,3,623.08062,683.20672
16,cadera_izquierda,3,691.89463,621.05091
16,hombro_izquierdo,3,682.44352,480.83537
16,punta_izquierda,4,571.57482,794.21986
16,talon_izquierdo,4,631.99093,790.79174
16,tobillo_izquierdo,4,619.78277,775.97699
16,rodilla_izquierda,4,619.55847,682.98039
